cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Coronel Fabriciano;Imagem de Nossa Senhora do Carmo;Rua Moacir  nº 429 - Centro;BM;2001
Coronel Fabriciano;Capela São José – Igreja de Cocais de Cima;Rua João Martins Carneiro s/nº - Povoado de São José dos Cocais - Cocais de Cima;BI;2019
Coronel Fabriciano;Igreja de Nossa Senhora da Vitória - Igreja de Cocais de Baixo;Rua José Bonifácio de Almeida s/nº  - Pov. de Santa Vitória dos Cocais - Cocais de Baixo;BI;2010
Coronel Fabriciano;Fachada e área frontal do Colégio Angélica;Rua Maria Matos nº 128 - Centro;BI;2007
Coronel Fabriciano;Capela e Clausura do Hospital Siderúrgica - atual São Camilo - Capela Nossa Senhora Auxiliadora;Rua Santo Helói  nº 81 - Centro;BI;2007
Coronel Fabriciano;Imagem de Nossa Senhora do Carmo da Praça do Cruzeiro;Igreja Nossa Senhora do Carmo - Morro do Carmo;BM;2001
Coronel Fabriciano;Quadro Vista da Cidade - Prédio da Câmara Municipal;Não informado;BM;2001
Coronel Pacheco;Telefone de Parede;Praça Carlos Chagas s/nº - Prefeitura Municipal;BM;2011
Coronel Pacheco;Praça Carlos Chagas - 0,26 ha;Não informado;CP;2013
Coronel Xavier Chaves;Núcleo Histórico   - 75 unidades;Ruas Monsenhor Parreira, Presidente Tancredo Neves,  Dona Joana Mendonça, Dom Lara, Coronel Militão, Padre Luiz André Gomes, Cônego Ottoni Carlos, a Praça Eduardo Chaves e os Largos Gonçalves Lara e Nossa Senhora da Conceição;NH;2004
Coronel Xavier Chaves;Cruzeiro da Comunidade de Cachoeira;Coronel Xavier Chaves - Comunidade de Cachoeira;BI;2010
Coronel Xavier Chaves;Engenho Boa Vista;Estrada velha de Ritápolis - Boa Vista;BI;2010
Coronel Xavier Chaves;Capela de Santa Luzia;Povoado de Olhos d'água - Zona Rural;BI;2005
Coronel Xavier Chaves;Capela de São Caetano;Povoado de São Caetano;BI;2004
Coronel Xavier Chaves;Capela Nossa Senhora da Glória;Povodado de Invernada;BI;2004
Coronel Xavier Chaves;Capela Nossa Senhora de Fátima;Rua Capitão Anselmo s/nº - Povoado do Planalto de Fátima - Zona Rural;BI;2005
Coronel Xavier Chaves;"Conjunto de Livros de Registros vários do Cartório de Paz e Registro Civil :Livro de notas: 45 volumes; Livros de Registro de nascimentos: 17 volumes; Livro de Registro de casamentos: 8 volumes; Livro C- auxiliar 1; Livro B - auxiliar 1; Livros de Registro de óbitos: 6 livros de C1 a C6";Rua Padre Luiz André Gomes  nº99;BM;2001
Coronel Xavier Chaves;Trilha do Carteiro - 200 ha;Serra de São José;CP;2004
Córrego do Bom Jesus;Imagem do Senhor Bom Jesus;Praça Miguel Chiaradia s/nº - Santuário do Senhor Bom Jesus;BM;2008
Córrego do Bom Jesus;Residência na Rua Sebastião Faustino Sales n º128  - tombamento cancelado;Rua Sebastião Faustino Sales nº128;BI;2009
Córrego do Bom Jesus;Praça Miguel Chiaradia - 0,2045 ha;Ruas Deputado Milton Salles, Coronel Emiliano da Fonseca, Afonso Finamor e dos Carmelitas;CP;2010
Córrego Fundo;Sociedade de São Vicente de Paulo;Avenida Afrânio Rodrigues - Comunidade do Córrego Fundo do Meio;BI;2010
Córrego Novo;Imagem Sacra de Santa Efigênia;Igreja Matriz de Santa Efigênia - Praça Santa Efigênia s/nº;BM;2011
Couto de Magalhães de Minas;Fazenda Santa Cruz do Gavião;Zona Rural, Alto ValeJequitinhonha, APA das Águas Vertentes;BI;2025
Couto de Magalhães de Minas;Edificação;Avenida Diamantina  nº 1108;BI;2003
Couto de Magalhães de Minas;Casa térrea;Avenida Diamantina nº 1134;BI;2003
Couto de Magalhães de Minas;Casa térrea;Avenida Diamantina nº 1156;BI;2003
Couto de Magalhães de Minas;Casa térrea;Avenida Diamantina nº 1168;BI;2003
Couto de Magalhães de Minas;Conjunto Arquitetônico do Povoado das Canjicas -São Gonçalo das Canjicas - 21 unidades - 0,742 ha;Distante 12 Km da Sede;CP;2003
Couto de Magalhães de Minas;Moinho d'água no Povoado de Gangorras;Povoado de Gangorras;BI;2013
Couto de Magalhães de Minas;Acervo sacro da Capela de São Gonçalo;Povoado de São Gonçalo da Canjica;BM;2004
Couto de Magalhães de Minas;Conjunto de Moinhos da Fazenda Felícia -  04 unidades - 3,06 ha;Fazenda Felícia;CP;2004
Cristais;Imagem de Nossa Senhora da Ajuda Primitiva;Igreja de Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro - Centro;BM;2020
Cristais;Imagem de São Sebastião;Igreja de Nossa Senhora da Ajuda -  Praça Monsenhor Celso Pinheiro - Centro;BM;2020
Cristais;Imagem de Nossa Senhora do Rosário dos Negros;Capela de Nossa Senhora do Rosário dos Negros - Avenida Antônio Campos;BM;2008
Cristais;Imagem de São Benedito;Igreja de Nossa Senhora do Rosário - Rua Antônio Campos nº 391 - Bairro São Vicente de Paulo;BM;2016
Cristais;Imagem de Santa Ifigênia;Igreja de Reinado Nossa Senhora do Rosário dos Homens Pretos - Rua Antônio Campos s/nº -  Centro;BM;2016
Cristais;Igreja Matriz de Nossa Senhora da Ajuda do Rio Grande de Cristais;Praça Cônego Celso Pinheiro s/nº;BI;2004
Cristais;Imagem de São Roque de Montpellier;Praça Monsenhor Celso Pinheiro;BM;2024
Cristais;Imagem Divino Espírito Santo;Praça Monsenhor Celso Pinheiro;BM;2024
Cristais;Imagem de São Bento Abade;Igreja Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro;BM;2015
Cristais;Imagem de Nossa Senhora das Dores;Igreja Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro;BM;2024
Cristais;Imagem de Nosso Senhor dos Passos;Igreja Nossa Senhora da Ajuda - Praça Monsenho rCelso Pinheiro;BM;2017
Cristais;Imagem de Nosso Senhor Morto;Igreja Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro;BM;2024
Cristais;Imagem de Nossa Senhora da Ajuda;Igreja Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro;BM;2015
Cristais;Passinhos da Via Sacra  - 06 telas;Igreja Nossa Senhora da Ajuda - Praça Monsenhor Celso Pinheiro;BM;2015
Cristais;Prédio da CACISA - Calimério Alves Costa Indústria S/A;Rua José Costa nº 157 - Centro;BI;2008
Cristais;Conjunto do Paço Municipal Joaquim Luiz da Costa Maia: prédios da Câmara Municipal, Prefeitura Municipal, Salão Palácio do Jubileu de Prata e Praça Joaquim Luiz da Costa Maia entre Avenida Joaquim Luiz da Costa Maia, Rua Antenor Pio de Moraes, Avenida José Luiz da Costa Maia e Travessa José Moreira Maia - 0,4796 ha;Esquina da Avenida Joaquim de Paula Reis com a Rua José da Costa, segue até a próxima esquina da Rua Antenor Pio de Morais com a Rua José da Costa daí, segue até atingir a Rua José Luizda Costa Maia e segue numa extensão até o final da Praça.;CP;2008
Cristália;Igreja Batista;Comunidade de Croslândia;BI;2000
Cristália;Igreja Divino Espírito Santo de Vau;Estrada entre Cristália a Grão Mogol;BI;2000
Cristália;Igreja Matriz de Nossa Senhora da Conceição;Praça da Matriz;BI;2000
Cristália;Imagem de Nossa Senhora da Conceição;Não informado;BM;2006
Cristália;Câmara Municipal / atual Posto da Polícia Militar e PETI;Rua Antônio Borges  nº 30 - Centro - Praça da Matriz;BI;2000
Cristiano Otoni;Conjunto Urbanístico do eixo histórico - 1,82 ha - 11 unidades;Compreende: Logradouro público,  calçametos,  calçadas,  equipamentos urbanos e edificações da Rua Manoel Domingos Baeta e da Praça José Abrãao, com proteção (tombamento) específica para 11 edificações;CP;2010
Cristiano Otoni;Igreja de São Caetano;Distrito de São Caetano;BI;2012
Cristiano Otoni;Imagem de São Caetano;Igreja de São Caetano  - Praça Eliezer de Paula Vieira s/nº - Distrito de São Caetano;BM;2007
Cristiano Otoni;Núcleo Histórico de São Caetano - 32 unidades;Núcleo Histórico de São Caetano: logradouros publicos, calçamentos, calçadas, Equipamentos urbanos e edificações da via Principal de acesso da Praça Eliezer de Paula Vieira,  da Rua Major Olympío José da Cunha e da Rua Manoel Joaquim com proteção específica para dez edificações;NH;2012
Cristiano Otoni;Residência da Família da Sra Neiva;Rua Antônio José da Costa nº 64;BI;2016
Cristiano Otoni;Estação Ferroviária de Cristiano Otoni;Rua Manoel Domingos Baeta s/nº;BI;2004
Cristiano Otoni;Residência da Família Rezende;Rua Manoel Domingos Baeta nº 157;BI;2013
Cristiano Otoni;Casa da Assistência Social;Rua Manoel Domingos Baeta nº 179;BI;2013
Cristiano Otoni;Casa da Dona Mulata;Rua Manoel Domingos Baeta nº 219;BI;2013
Cristiano Otoni;Antiga Farmácia - Residência Edna Souza Lima;Rua Manoel Domingos Baeta nº 43;BI;2013
Cristina;Túmulo do Conselheiro do Império Joaquim Delfino Ribeiro da Luz;Cemitério Municipal;BI;2006
Cristina;Malha urbana da cidade - 7,8823 ha;Composta pelas atuais ruas: Marechal Deodoro da Fonseca, Rio Branco, Vila Scarpa, Rua Gabriel Rezende Ferraz, Rua Olegário Maciel  entorno do terminal rodoviário, Rua Doutor José Resende Ferraz, Coronel Barbosa, Visconde do Rio Branco, Avenida Presidente Getúlio Vargas, ruas Coronel Batista Pinto, Dona Tonica,  José Joaquim de Carvalho,  Aureliano Ribeiro, Doutor Ibrahim Pinto da Fonseca, Praça Francisco da Silva Gorgulho, Rua João de Azevedo, Rua João Pessoa, Rua do Fórum, Largo da Matriz, Rua Carneiro de Rezende, Praça do Chafariz, Rua Governador Valadares,Rua Aires de Azevedo, Rua Ana Ribeiro Pereira, Rua Conselheiro Joaquim Delfino Ribero da Luz, Rua Coronel Silvestre Ferraz, Travessa Silvestre Ferraz, Rua Ana Umberlina, Praça Dona Maria Aires, Rua Alzira Ferraz, Rua Comendador João Carneiro, Rua Doutor José Junqueira, Rua Fauto Ferraz, Rua Coronel Albertino Ferraz, Rua João Fonseca.;CP;2004
Cristina;Conjunto Arquitetônico Recanto de Santo Antônio - 0,0472 ha;Conjunto Arquitetônico Recanto Santo Antônio - Conjunto Arquitetônico do Recanto Santo Antônio;CP;2022
Cristina;Fonte do Chafariz;Praça do Chafariz;BI;2006
Cristina;"Livro de anotações ""O sertão da Pedra Branca"" de Luiz Barcellos de Toledo";Museu do Trem - Praça José Araújo Barros nº01;BM;2007
Cristina;Museu do Trem e a Locomotiva a vapor nº 423;Praça José Araújo Barros s/nº;BI;2001
Cristina;Busto e Cripta Doutor Silvestre Dias Ferraz Júnior;Praça Santo Antônio;BI;2005
Cristina;Monumento do Leão;Praça Santo Antônio;BI;2005
Cristina;Monumento Fonte do Peixinho;Praça Santo Antônio;BI;2005
Cristina;Quadro feito pelo artísta João Honorato Ferreira que retrata a visita da Princesa Isabel e seu esposo - Conde D'Eu à Cristina em 1868;Praça Santo Antônio nº 28 - Prefeitura Municípal;BM;2001
Cristina;Escultura do Brasão de Cristina;Rua Coronel Barbosa, nº40, Centro;BM;2023
Crucilândia;Cruzeiro Antigo - Santa Cruz;Terreno municicpal situado na frente do Cemitério Municipal na Vila Vicetina;BM;2018
Crucilândia;Conjunto natural e Paisagístico da Cachoeira dos Machados - 2,069 ha;Zona  Rural – acesso pela estrada que leva à Comunidade de Machados;CP;2022
Cruzília;Salão nobre do Complexo Humano da Ventania;Avenida Carlos Mori s/nº - Bairro Nossa Senhora da Conceição;BI;2017
Cruzília;Liteira da Fazenda Traituba;Fazenda Traituba - estrada Cruzilia a Carrancas - Km 30 - Zona Rural;BM;2004
Cruzília;Cine Vitória;Praça Capitão Maciel nº 87 - Centro;BI;2017
Cruzília;Agência dos Correios e Telégrafos;Praça Monsenhor João Câncio dos Reis Meireles nº 130 - Centro;BI;2004
Cruzília;Praça Capitão Maciel  - 0,44 ha;Praça Capitão Maciel;CP;2004
Cuparaque;Imagem de Santa Luzia;Casa Paroquial - Praça Adolfo Scherrer nº 45 - Distrito de Aldeia;BM;2007
Curvelo;Chaminé da antiga fábrica de óleo;Avenida Antônio Olinto  nº 1060 - Centro;BI;2013
Curvelo;Cine Teatro Virgínia: auditório e sala de projeção;Avenida Dom Pedro II  nº 118 - Centro;BI;2013
Curvelo;Sobrado – antigo Liceu Mineiro;Avenida Dom Pedro II nº 651;BI;2005
Curvelo;Prédio 3 do Conjunto Urbano da Praça Central do Brasil - Antiga Praça da Estação;Avenida Integração nº 100 - Centro;BI;2008
Curvelo;Prédio 4 do Conjunto Urbano da Praça Central do Brasil - Antiga Praça da Estação;Avenida Integração nº 135 - Centro;BI;2008
Curvelo;Prédio 2 da Praça Central do Brasil - - Antiga Praça da Estação;Avenida Integração nº 141 - Centro;BI;2008
Curvelo;Prédio 1 do Conjunto Urbano da Praça Central do Brasil - Antiga Praça da Estação;Avenida Integração nº 50 - Centro;BI;2008
Curvelo;Fundadores do Antigo Grupo Escolar Maria Amália: 02 quadros com fotos de Othon Bezerra de Mello e sua esposa Maria Amália;Escola Municipal Maria Amália - Avenida Sarobá  nº 268 - Bairro Maria Amália;BM;2012
Curvelo;Praça Benedito Vieira Reis - 0,56 ha;Avenida Sarobá s/nº - Bairro Maria Amália;CP;2008
Curvelo;Escola Municipal Maria Amália;Avenida Sarobá nº 268 - Bairro Maria Amália;BI;2013
Curvelo;Busto do Senhor Othon Bezerra de Mello;Hall da entrada da Escola Municipal Maria Amélia - Avenida Sarobá nº 268 - Bairro Maria Amália;BM;2009
Curvelo;Escultura de Bronze  - em frente ao posto Trevão - Bem desaparecido;Km 424 da BR 040, em frente ao posto Trevão;BM;2009
Curvelo;Lapa dos Mosquitos - 149,7 ha;18º37'40'' S - 44º24'41'' W;CP;2007
Curvelo;Curvelo Clube;Praça Benedito Valadares  nº235 - Centro;BI;2007
Curvelo;Escola Municipal Doutor Viriato Diniz Mascarenhas;Praça Cesário Alvim  nº271 - Centro;BI;2008
Curvelo;Portal de Entrada do Parque de Exposição Getúlio Vargas: Pavilhão 1 – Rômulo Joviano e Pavilhão 2: José Amaral e a Praça Evaristo de Paula - 1 ha;Praça Evaristo Soares de Paula s/nº - Bairro Tibira;CP;2008
Curvelo;Antiga Estação Ferroviária de Curvelo;Praça Mauá;BI;2002
Curvelo;Capela Nossa Senhora do Livramento;Praça Padre Joaquim José da Silveira nº 10 - Distrito de Tomás Gonzaga;BI;2004
Curvelo;Fachada frontal do prédio da Casa Luciano;Praça Tiradentes  nº507 - Bairro Centro;BI;2013
Curvelo;Coreto;Praça Tiradentes s/nº - Centro;BI;2008
Curvelo;Antiga Estação Ferroviária;Rua Pascoal Correia de Mello s/nº Distrito de Mascarenhas;BI;2013
Curvelo;Antigo Matadouro Municipal;Rua Santo Antônio da Estrada s/nº - Centro;BI;2008
Curvelo;Núcleo Histórico do Distrito de Tomás Gonzaga - 20 unidades;Zona  Rural – 50km do Distrito sede;NH;2022
Curvelo;Gruta de Quatro Bocas - 15,7 ha;Zona  Rural de Saco Novo;CP;2023
Datas;Capela de Nossa Senhora da Conceição - Capela de Santa Cruz - Capelinha;Praça  Nossa Senhora da Conceição;BI;2008
Datas;Imagem de Nossa Senhora da Conceição - madeira policromada;Capela de Nossa Senhora da ConceIção - Praça Nossa Senhora da Conceição;BM;2007
Delfim Moreira;Imagem de Nossa Senhora da Soledade;Igreja Matriz de Delfim Moreira - Praça Getúlio Vargas s/nº - Centro;BM;2008
Delfim Moreira;Casarão de Dona Marina - Mansão dos Alves;Praça Getúlio Vargas, nº 98 - Centro;BI;2020
Delfim Moreira;Casa da Colombo;Rua Manoel Vieira Cortez, nº102 - Centro;BI;2022
Delfim Moreira;Antiga Estação Ferroviária de Delfim Moreira;Rua Paulino Faria s/nº - Bairro Mantiqueira;BI;2009
Delfim Moreira;Antiga Fábrica Cica;Rua Presidente Tancredo Neves nº 260 - Centro;BI;2020
Delfim Moreira;Capela do Cemitério Municipal;Rua Professor Gustavo Sinfrôni Moreira nº 02 - Centro;BI;2020
Delfim Moreira;Conjunto Paisagístico dos Pontilhões Ferroviários de Delfim Moreira/MG: Pontilhões Ferroviários da Vila Teresinha, da Vargem,  do Sengó, do Barreirinho e do Biguá - 0,431 ha;Zona Urbana e na Zona Rural - distritos Sede, Barreirinho, Biguá e Sengó;CP;2015
Delfinópolis;Praça Manoel Leite Lemos -  Praça da Matriz - 1,5894 ha;Não informado;CP;2010
Descoberto;Busto de Sebastião Teixeira Lopes Lima - Caboclo Teixeira;Praça Sebastião Lopes Teixeira Lima;BM;2005
Descoberto;Túmulo de Sebastião Teixeira Lopes Lima - Caboclo Teixeira;Rua José Roberto Oliveira;BI;2004
Desterro de Entre Rios;Conjunto Paisagístico das praças: Geraldo Resende de Oliveira e Cândido Pinto Fonseca - 2,34 ha;Praças essas localizadas sequencialmente pelas ruas do Distrito de São Sebastião do Gil, no entorno da igreja até o cemitério;CP;2025
Desterro de Entre Rios;Igreja Matriz de Nossa Senhora do Desterro - Imagem de Nossa Senhora do Desterro;Praça Aarão de Lima s/nº - Centro;BM;2007
Desterro de Entre Rios;Casa do Chico da Gabriela;Rua Teófilo Andrade  nº 281 - Centro;BI;2023
Desterro de Entre Rios;Praça Aarão Lima - 0,35 ha;Não informado;CP;2024
Desterro do Melo;Conjunto Paisagístico do Parque Xopotó - 1,68 ha;Avenida Silvério Augusto de Melo s/nº  - Centro;CP;2014
Desterro do Melo;Matriz de Nossa Senhora do Desterro;Praça Carlos Jaimes/nº;BI;2009
Desterro do Melo;Imagem do Divino Espírito Santo;Praça Carlos Jaimes/nº - Matriz de Nossa Senhora do Desterro;BM;2008
Diamantina;Clube Social da Praça de Esportes - Praça de Esportes - Parque Urbano;Área situada entre as ruas Barão do Rio Branco, Francisco Sá e São Francisco;BI;2017
Diamantina;Capela Sagrado Coração de Jesus também conhecida como Capela de Macacos;Comunidade de Macacos - Distrito São João da Chapada;BI;2017
Diamantina;Cemitério dos Escravos;Comunidade de Quartel de Indaiá - Povoado de Quartel de Indaiá - Distrito de São João da Chapada;BI;2021
Diamantina;Imagem de Sant'Ana Mestra;Igreja de Nossa Senhora das Mercês - Distrito de Mendanha;BM;2017
Diamantina;Asilo do Pão de Santo Antônio;Praça Professor José Augusto Neves nº 171 – Bairro Rio Grande;BI;2017
Diamantina;Capela de Santa Rita;Rua Antonina Pironga s/nº - Distrito de Sopa;BI;2012
Diamantina;Cemitério dos Escravos - 0,0636 ha;Rua João Ferreira da Silva s/nº - Distrito Mendanha;CP;2016
Diamantina;Pintura a óleo sobre tela, sem título, datada de 1954 e assinada pelo artista plástico Di Cavalcanti;Escola Estadual Professora Julia Kubitscheck - Rua Jogo da Bola, nº120 – Centro;BM;2023
Diamantina;Estação Ferroviária de Conselheiro Mata;Rua Vicente de Paula Medeiros nº  552;BI;2017
Diogo de Vasconcelos;Conjunto Paisagístico da Pedreira e Moinho do Córrego São Domingos - 0,08 ha;Encontro das Ruas Prof. Fontoura, Tiradentes e Padre Anchieta;CP;2007
Diogo de Vasconcelos;Edificação;Praça Coronel Vicente Ferreira, nº 20;BI;2023
Diogo de Vasconcelos;Edificação;Praça Coronel Vicente Ferreira, nº 93;BI;2023
Diogo de Vasconcelos;Edificação;Rua Padre Cupertino, nº 128;BI;2023
Diogo de Vasconcelos;Antiga Sede da Sociedade Musical Gomes Freire;Rua Professor Fontoura s/nº - entre os nºs 05 e 63;BI;2007
Diogo de Vasconcelos;Capelinha dos Passos;Rua Professor Fontoura, s/nº, Centro;BI;2023
Diogo de Vasconcelos;Acervo das partituras e instrumentos Antigos da Sociedade Musical Gomes Freire;Praça Coronel Vicente Ferreira nº 93 - Partituras e Rua Padre Arlindo Vieira nº 03 - instrumentos;BM;2007
Diogo de Vasconcelos;Fazenda das Laranjeiras;Zona Rural;BI;2024
Divinésia;Conjunto Paisagístico da Praça Nelson Tafuri - 0,72 ha;Praça Padre Nelson Tafuri s/nº - Centro;CP;2019
Divinésia;Igreja Matriz do Divino Espírito Santo;Praça Padre Nelson Tafuri s/nº - Centro;BI;2009
Divinésia;Imagem de madeira do Divino Espiríto Santo;Igreja Matriz do Divino Espiríto Santo - Praça Padre Nelson Tafures/nº - Centro;BM;2009
Divino;Conjunto Paisagístico  Pedra Santa - 55 ha;Comunidade do Arataca e Morro Redondo;CP;2007
Divino;Livro de Ata de Fundamento do Município de Divino;Rua Marinho Carlos de Souza nº 5 - Prefeitura;BM;2016
